year,zip_code,birthweight,count,city,state,latitude,longitute,location
2008,90005,UNDER 1500g,6,LOS ANGELES,CA,34.058508,-118.301197,"(34.058508, -118.301197)"
2008,90006,1500-2499g,55,LOS ANGELES,CA,34.049323,-118.291687,"(34.049323, -118.291687)"
2008,90006,UNDER 1500g,13,LOS ANGELES,CA,34.049323,-118.291687,"(34.049323, -118.291687)"
2008,90006,2500+ grams,971,LOS ANGELES,CA,34.049323,-118.291687,"(34.049323, -118.291687)"
2008,90006,UNK,0,LOS ANGELES,CA,34.049323,-118.291687,"(34.049323, -118.291687)"
2008,90007,UNK,0,LOS ANGELES,CA,34.029442,-118.287095,"(34.029442, -118.287095)"
2008,90007,UNDER 1500g,7,LOS ANGELES,CA,34.029442,-118.287095,"(34.029442, -118.287095)"
2008,90007,2500+ grams,487,LOS ANGELES,CA,34.029442,-118.287095,"(34.029442, -118.287095)"
2008,90007,1500-2499g,35,LOS ANGELES,CA,34.029442,-118.287095,"(34.029442, -118.287095)"
2008,90008,1500-2499g,34,LOS ANGELES,CA,34.011643,-118.341123,"(34.011643, -118.341123)"
2008,90008,UNK,0,LOS ANGELES,CA,34.011643,-118.341123,"(34.011643, -118.341123)"
2008,90008,UNDER 1500g,9,LOS ANGELES,CA,34.011643,-118.341123,"(34.011643, -118.341123)"
2008,90008,2500+ grams,415,LOS ANGELES,CA,34.011643,-118.341123,"(34.011643, -118.341123)"
2008,90010,UNDER 1500g,0,LOS ANGELES,CA,34.060633,-118.302664,"(34.060633, -118.302664)"
2008,90010,2500+ grams,15,LOS ANGELES,CA,34.060633,-118.302664,"(34.060633, -118.302664)"
2008,90010,UNK,0,LOS ANGELES,CA,34.060633,-118.302664,"(34.060633, -118.302664)"
2008,90010,1500-2499g,0,LOS ANGELES,CA,34.060633,-118.302664,"(34.060633, -118.302664)"
2008,90011,UNK,0,LOS ANGELES,CA,34.007856,-118.258189,"(34.007856, -118.258189)"
2008,90011,UNDER 1500g,31,LOS ANGELES,CA,34.007856,-118.258189,"(34.007856, -118.258189)"
2008,90011,1500-2499g,162,LOS ANGELES,CA,34.007856,-118.258189,"(34.007856, -118.258189)"
2008,90011,2500+ grams,2512,LOS ANGELES,CA,34.007856,-118.258189,"(34.007856, -118.258189)"
2008,90012,2500+ grams,233,LOS ANGELES,CA,34.061396,-118.238479,"(34.061396, -118.238479)"
2008,90012,UNK,0,LOS ANGELES,CA,34.061396,-118.238479,"(34.061396, -118.238479)"
2008,90012,1500-2499g,12,LOS ANGELES,CA,34.061396,-118.238479,"(34.061396, -118.238479)"
2008,90012,UNDER 1500g,1,LOS ANGELES,CA,34.061396,-118.238479,"(34.061396, -118.238479)"
2008,90013,2500+ grams,37,LOS ANGELES,CA,34.044841,-118.243366,"(34.044841, -118.243366)"
2008,90013,1500-2499g,3,LOS ANGELES,CA,34.044841,-118.243366,"(34.044841, -118.243366)"
2008,90013,UNDER 1500g,0,LOS ANGELES,CA,34.044841,-118.243366,"(34.044841, -118.243366)"
2008,90013,UNK,0,LOS ANGELES,CA,34.044841,-118.243366,"(34.044841, -118.243366)"
2008,90014,2500+ grams,21,LOS ANGELES,CA,34.044272,-118.250937,"(34.044272, -118.250937)"
2008,90014,1500-2499g,4,LOS ANGELES,CA,34.044272,-118.250937,"(34.044272, -118.250937)"
2008,90014,UNK,0,LOS ANGELES,CA,34.044272,-118.250937,"(34.044272, -118.250937)"
2008,90014,UNDER 1500g,0,LOS ANGELES,CA,34.044272,-118.250937,"(34.044272, -118.250937)"
2008,90015,1500-2499g,15,LOS ANGELES,CA,34.043439,-118.271613,"(34.043439, -118.271613)"
2008,90015,UNK,0,LOS ANGELES,CA,34.043439,-118.271613,"(34.043439, -118.271613)"
2008,90015,UNDER 1500g,4,LOS ANGELES,CA,34.043439,-118.271613,"(34.043439, -118.271613)"
2008,90015,2500+ grams,283,LOS ANGELES,CA,34.043439,-118.271613,"(34.043439, -118.271613)"
2008,90016,UNDER 1500g,16,LOS ANGELES,CA,34.029826,-118.352787,"(34.029826, -118.352787)"
2008,90016,UNK,0,LOS ANGELES,CA,34.029826,-118.352787,"(34.029826, -118.352787)"
2008,90016,1500-2499g,59,LOS ANGELES,CA,34.029826,-118.352787,"(34.029826, -118.352787)"
2008,90016,2500+ grams,698,LOS ANGELES,CA,34.029826,-118.352787,"(34.029826, -118.352787)"
2008,90017,UNDER 1500g,3,LOS ANGELES,CA,34.055864,-118.266582,"(34.055864, -118.266582)"
2008,90017,UNK,0,LOS ANGELES,CA,34.055864,-118.266582,"(34.055864, -118.266582)"
2008,90017,1500-2499g,34,LOS ANGELES,CA,34.055864,-118.266582,"(34.055864, -118.266582)"
2008,90017,2500+ grams,419,LOS ANGELES,CA,34.055864,-118.266582,"(34.055864, -118.266582)"
2008,90018,1500-2499g,61,LOS ANGELES,CA,34.028972,-118.315173,"(34.028972, -118.315173)"
2008,90018,UNK,0,LOS ANGELES,CA,34.028972,-118.315173,"(34.028972, -118.315173)"
2008,90018,2500+ grams,779,LOS ANGELES,CA,34.028972,-118.315173,"(34.028972, -118.315173)"
2008,90018,UNDER 1500g,14,LOS ANGELES,CA,34.028972,-118.315173,"(34.028972, -118.315173)"
2008,90019,UNDER 1500g,6,LOS ANGELES,CA,34.048158,-118.33426,"(34.048158, -118.33426)"
2008,90019,2500+ grams,959,LOS ANGELES,CA,34.048158,-118.33426,"(34.048158, -118.33426)"
2008,90019,UNK,0,LOS ANGELES,CA,34.048158,-118.33426,"(34.048158, -118.33426)"
2008,90019,1500-2499g,64,LOS ANGELES,CA,34.048158,-118.33426,"(34.048158, -118.33426)"
2008,90020,1500-2499g,35,LOS ANGELES,CA,34.066535,-118.302211,"(34.066535, -118.302211)"
2008,90020,2500+ grams,585,LOS ANGELES,CA,34.066535,-118.302211,"(34.066535, -118.302211)"
2008,90020,UNK,0,LOS ANGELES,CA,34.066535,-118.302211,"(34.066535, -118.302211)"
2008,90020,UNDER 1500g,6,LOS ANGELES,CA,34.066535,-118.302211,"(34.066535, -118.302211)"
2008,90021,UNK,0,LOS ANGELES,CA,34.033303,-118.244698,"(34.033303, -118.244698)"
2008,90021,UNDER 1500g,0,LOS ANGELES,CA,34.033303,-118.244698,"(34.033303, -118.244698)"
2008,90021,2500+ grams,24,LOS ANGELES,CA,34.033303,-118.244698,"(34.033303, -118.244698)"
2008,90021,1500-2499g,0,LOS ANGELES,CA,34.033303,-118.244698,"(34.033303, -118.244698)"
2008,90022,1500-2499g,75,LOS ANGELES,CA,34.023638,-118.155319,"(34.023638, -118.155319)"
2008,90022,UNK,0,LOS ANGELES,CA,34.023638,-118.155319,"(34.023638, -118.155319)"
2008,90022,2500+ grams,1259,LOS ANGELES,CA,34.023638,-118.155319,"(34.023638, -118.155319)"
2008,90022,UNDER 1500g,16,LOS ANGELES,CA,34.023638,-118.155319,"(34.023638, -118.155319)"
2008,90023,2500+ grams,892,LOS ANGELES,CA,34.024478,-118.197498,"(34.024478, -118.197498)"
2008,90023,UNK,0,LOS ANGELES,CA,34.024478,-118.197498,"(34.024478, -118.197498)"
2008,90023,UNDER 1500g,7,LOS ANGELES,CA,34.024478,-118.197498,"(34.024478, -118.197498)"
2008,90023,1500-2499g,46,LOS ANGELES,CA,34.024478,-118.197498,"(34.024478, -118.197498)"
2008,90024,2500+ grams,264,LOS ANGELES,CA,34.063691,-118.440796,"(34.063691, -118.440796)"
2008,90024,UNDER 1500g,3,LOS ANGELES,CA,34.063691,-118.440796,"(34.063691, -118.440796)"
2008,90024,1500-2499g,32,LOS ANGELES,CA,34.063691,-118.440796,"(34.063691, -118.440796)"
2008,90024,UNK,0,LOS ANGELES,CA,34.063691,-118.440796,"(34.063691, -118.440796)"
2008,90025,UNK,0,LOS ANGELES,CA,34.044662,-118.448717,"(34.044662, -118.448717)"
2008,90025,UNDER 1500g,9,LOS ANGELES,CA,34.044662,-118.448717,"(34.044662, -118.448717)"
2008,90025,2500+ grams,479,LOS ANGELES,CA,34.044662,-118.448717,"(34.044662, -118.448717)"
2008,90025,1500-2499g,33,LOS ANGELES,CA,34.044662,-118.448717,"(34.044662, -118.448717)"
2008,90026,UNDER 1500g,10,LOS ANGELES,CA,34.076629,-118.264641,"(34.076629, -118.264641)"
2008,90026,1500-2499g,59,LOS ANGELES,CA,34.076629,-118.264641,"(34.076629, -118.264641)"
2008,90026,UNK,0,LOS ANGELES,CA,34.076629,-118.264641,"(34.076629, -118.264641)"
2008,90026,2500+ grams,915,LOS ANGELES,CA,34.076629,-118.264641,"(34.076629, -118.264641)"
2008,90027,UNK,0,LOS ANGELES,CA,34.104031,-118.292516,"(34.104031, -118.292516)"
2008,90027,2500+ grams,419,LOS ANGELES,CA,34.104031,-118.292516,"(34.104031, -118.292516)"
2008,90027,UNDER 1500g,4,LOS ANGELES,CA,34.104031,-118.292516,"(34.104031, -118.292516)"
2008,90027,1500-2499g,14,LOS ANGELES,CA,34.104031,-118.292516,"(34.104031, -118.292516)"
2008,90028,1500-2499g,12,LOS ANGELES,CA,34.100549,-118.325363,"(34.100549, -118.325363)"
2008,90028,UNK,0,LOS ANGELES,CA,34.100549,-118.325363,"(34.100549, -118.325363)"
2008,90028,2500+ grams,226,LOS ANGELES,CA,34.100549,-118.325363,"(34.100549, -118.325363)"
2008,90028,UNDER 1500g,4,LOS ANGELES,CA,34.100549,-118.325363,"(34.100549, -118.325363)"
2008,90029,UNDER 1500g,9,LOS ANGELES,CA,34.089982,-118.294393,"(34.089982, -118.294393)"
2008,90029,2500+ grams,522,LOS ANGELES,CA,34.089982,-118.294393,"(34.089982, -118.294393)"
2008,90029,1500-2499g,32,LOS ANGELES,CA,34.089982,-118.294393,"(34.089982, -118.294393)"
2008,90029,UNK,0,LOS ANGELES,CA,34.089982,-118.294393,"(34.089982, -118.294393)"
2008,90030,1500-2499g,0,LOS ANGELES,CA,34.0629,-118.2381,"(34.0629, -118.2381)"
2008,90030,UNDER 1500g,0,LOS ANGELES,CA,34.0629,-118.2381,"(34.0629, -118.2381)"
2008,90030,UNK,0,LOS ANGELES,CA,34.0629,-118.2381,"(34.0629, -118.2381)"
2008,90030,2500+ grams,5,LOS ANGELES,CA,34.0629,-118.2381,"(34.0629, -118.2381)"
2008,90031,UNK,0,LOS ANGELES,CA,34.078349,-118.211279,"(34.078349, -118.211279)"
2008,90031,2500+ grams,594,LOS ANGELES,CA,34.078349,-118.211279,"(34.078349, -118.211279)"
2008,90031,UNDER 1500g,6,LOS ANGELES,CA,34.078349,-118.211279,"(34.078349, -118.211279)"
2008,90031,1500-2499g,43,LOS ANGELES,CA,34.078349,-118.211279,"(34.078349, -118.211279)"
2008,90032,1500-2499g,29,LOS ANGELES,CA,34.081785,-118.175323,"(34.081785, -118.175323)"
2008,90032,UNK,0,LOS ANGELES,CA,34.081785,-118.175323,"(34.081785, -118.175323)"
2008,90032,2500+ grams,712,LOS ANGELES,CA,34.081785,-118.175323,"(34.081785, -118.175323)"
2008,90032,UNDER 1500g,13,LOS ANGELES,CA,34.081785,-118.175323,"(34.081785, -118.175323)"
2008,90033,UNK,0,LOS ANGELES,CA,34.048676,-118.208442,"(34.048676, -118.208442)"
2008,90033,UNDER 1500g,6,LOS ANGELES,CA,34.048676,-118.208442,"(34.048676, -118.208442)"
2008,90033,1500-2499g,52,LOS ANGELES,CA,34.048676,-118.208442,"(34.048676, -118.208442)"
2008,90033,2500+ grams,958,LOS ANGELES,CA,34.048676,-118.208442,"(34.048676, -118.208442)"
2008,90034,1500-2499g,41,LOS ANGELES,CA,34.028977,-118.400482,"(34.028977, -118.400482)"
2008,90034,2500+ grams,734,LOS ANGELES,CA,34.028977,-118.400482,"(34.028977, -118.400482)"
2008,90034,UNK,0,LOS ANGELES,CA,34.028977,-118.400482,"(34.028977, -118.400482)"
2008,90034,UNDER 1500g,8,LOS ANGELES,CA,34.028977,-118.400482,"(34.028977, -118.400482)"
2008,90035,1500-2499g,25,LOS ANGELES,CA,34.053096,-118.380615,"(34.053096, -118.380615)"
2008,90035,2500+ grams,344,LOS ANGELES,CA,34.053096,-118.380615,"(34.053096, -118.380615)"
2008,90035,UNK,0,LOS ANGELES,CA,34.053096,-118.380615,"(34.053096, -118.380615)"
2008,90035,UNDER 1500g,2,LOS ANGELES,CA,34.053096,-118.380615,"(34.053096, -118.380615)"
2008,90036,UNK,0,LOS ANGELES,CA,34.069888,-118.349175,"(34.069888, -118.349175)"
2008,90036,1500-2499g,25,LOS ANGELES,CA,34.069888,-118.349175,"(34.069888, -118.349175)"
2008,90036,UNDER 1500g,7,LOS ANGELES,CA,34.069888,-118.349175,"(34.069888, -118.349175)"
2008,90036,2500+ grams,456,LOS ANGELES,CA,34.069888,-118.349175,"(34.069888, -118.349175)"
2008,90037,2500+ grams,1310,LOS ANGELES,CA,34.002982,-118.286284,"(34.002982, -118.286284)"
2008,90037,UNDER 1500g,23,LOS ANGELES,CA,34.002982,-118.286284,"(34.002982, -118.286284)"
2008,90037,UNK,0,LOS ANGELES,CA,34.002982,-118.286284,"(34.002982, -118.286284)"
2008,90037,1500-2499g,80,LOS ANGELES,CA,34.002982,-118.286284,"(34.002982, -118.286284)"
2008,90038,1500-2499g,23,LOS ANGELES,CA,34.089769,-118.321489,"(34.089769, -118.321489)"
2008,90038,UNK,0,LOS ANGELES,CA,34.089769,-118.321489,"(34.089769, -118.321489)"
2008,90038,UNDER 1500g,5,LOS ANGELES,CA,34.089769,-118.321489,"(34.089769, -118.321489)"
2008,90038,2500+ grams,351,LOS ANGELES,CA,34.089769,-118.321489,"(34.089769, -118.321489)"
2008,90039,UNDER 1500g,5,LOS ANGELES,CA,34.112089,-118.259428,"(34.112089, -118.259428)"
2008,90039,2500+ grams,382,LOS ANGELES,CA,34.112089,-118.259428,"(34.112089, -118.259428)"
2008,90039,UNK,0,LOS ANGELES,CA,34.112089,-118.259428,"(34.112089, -118.259428)"
2008,90039,1500-2499g,26,LOS ANGELES,CA,34.112089,-118.259428,"(34.112089, -118.259428)"
2008,90040,2500+ grams,233,LOS ANGELES,CA,33.99471,-118.151352,"(33.99471, -118.151352)"
2008,90040,UNK,0,LOS ANGELES,CA,33.99471,-118.151352,"(33.99471, -118.151352)"
2008,90040,1500-2499g,10,LOS ANGELES,CA,33.99471,-118.151352,"(33.99471, -118.151352)"
2008,90040,UNDER 1500g,1,LOS ANGELES,CA,33.99471,-118.151352,"(33.99471, -118.151352)"
2008,90041,UNDER 1500g,4,LOS ANGELES,CA,34.133932,-118.208205,"(34.133932, -118.208205)"
2008,90041,1500-2499g,20,LOS ANGELES,CA,34.133932,-118.208205,"(34.133932, -118.208205)"
2008,90041,2500+ grams,267,LOS ANGELES,CA,34.133932,-118.208205,"(34.133932, -118.208205)"
2008,90041,UNK,0,LOS ANGELES,CA,34.133932,-118.208205,"(34.133932, -118.208205)"
2008,90042,1500-2499g,59,LOS ANGELES,CA,34.114527,-118.192902,"(34.114527, -118.192902)"
2008,90042,2500+ grams,954,LOS ANGELES,CA,34.114527,-118.192902,"(34.114527, -118.192902)"
2008,90042,UNK,0,LOS ANGELES,CA,34.114527,-118.192902,"(34.114527, -118.192902)"
2008,90042,UNDER 1500g,5,LOS ANGELES,CA,34.114527,-118.192902,"(34.114527, -118.192902)"
2008,90043,UNDER 1500g,10,LOS ANGELES,CA,33.987099,-118.33211,"(33.987099, -118.33211)"
2008,90043,1500-2499g,53,LOS ANGELES,CA,33.987099,-118.33211,"(33.987099, -118.33211)"
2008,90043,2500+ grams,581,LOS ANGELES,CA,33.987099,-118.33211,"(33.987099, -118.33211)"
2008,90043,UNK,0,LOS ANGELES,CA,33.987099,-118.33211,"(33.987099, -118.33211)"
2008,90044,2500+ grams,1748,LOS ANGELES,CA,33.955089,-118.290119,"(33.955089, -118.290119)"
2008,90044,1500-2499g,152,LOS ANGELES,CA,33.955089,-118.290119,"(33.955089, -118.290119)"
2008,90044,UNDER 1500g,43,LOS ANGELES,CA,33.955089,-118.290119,"(33.955089, -118.290119)"
2008,90044,UNK,0,LOS ANGELES,CA,33.955089,-118.290119,"(33.955089, -118.290119)"
2008,90045,UNK,0,LOS ANGELES,CA,33.963075,-118.394128,"(33.963075, -118.394128)"
2008,90045,1500-2499g,22,LOS ANGELES,CA,33.963075,-118.394128,"(33.963075, -118.394128)"
2008,90045,2500+ grams,398,LOS ANGELES,CA,33.963075,-118.394128,"(33.963075, -118.394128)"
2008,90045,UNDER 1500g,5,LOS ANGELES,CA,33.963075,-118.394128,"(33.963075, -118.394128)"
2008,90046,1500-2499g,22,LOS ANGELES,CA,34.09743,-118.357979,"(34.09743, -118.357979)"
2008,90046,UNK,0,LOS ANGELES,CA,34.09743,-118.357979,"(34.09743, -118.357979)"
2008,90046,2500+ grams,302,LOS ANGELES,CA,34.09743,-118.357979,"(34.09743, -118.357979)"
2008,90046,UNDER 1500g,1,LOS ANGELES,CA,34.09743,-118.357979,"(34.09743, -118.357979)"
2008,90047,2500+ grams,706,LOS ANGELES,CA,33.956896,-118.307304,"(33.956896, -118.307304)"
2008,90047,UNK,0,LOS ANGELES,CA,33.956896,-118.307304,"(33.956896, -118.307304)"
2008,90047,1500-2499g,64,LOS ANGELES,CA,33.956896,-118.307304,"(33.956896, -118.307304)"
2008,90047,UNDER 1500g,14,LOS ANGELES,CA,33.956896,-118.307304,"(33.956896, -118.307304)"
2008,90048,UNDER 1500g,2,LOS ANGELES,CA,34.073656,-118.371969,"(34.073656, -118.371969)"
2008,90048,2500+ grams,219,LOS ANGELES,CA,34.073656,-118.371969,"(34.073656, -118.371969)"
2008,90048,UNK,0,LOS ANGELES,CA,34.073656,-118.371969,"(34.073656, -118.371969)"
2008,90048,1500-2499g,10,LOS ANGELES,CA,34.073656,-118.371969,"(34.073656, -118.371969)"
2008,90049,2500+ grams,321,LOS ANGELES,CA,34.066,-118.473967,"(34.066, -118.473967)"
2008,90049,UNK,0,LOS ANGELES,CA,34.066,-118.473967,"(34.066, -118.473967)"
2008,90049,UNDER 1500g,1,LOS ANGELES,CA,34.066,-118.473967,"(34.066, -118.473967)"
2008,90049,1500-2499g,23,LOS ANGELES,CA,34.066,-118.473967,"(34.066, -118.473967)"
2008,90056,1500-2499g,9,LOS ANGELES,CA,33.985329,-118.370703,"(33.985329, -118.370703)"
2008,90056,UNDER 1500g,1,LOS ANGELES,CA,33.985329,-118.370703,"(33.985329, -118.370703)"
2008,90056,2500+ grams,55,LOS ANGELES,CA,33.985329,-118.370703,"(33.985329, -118.370703)"
2008,90056,UNK,0,LOS ANGELES,CA,33.985329,-118.370703,"(33.985329, -118.370703)"
2008,90057,2500+ grams,747,LOS ANGELES,CA,34.062172,-118.276262,"(34.062172, -118.276262)"
2008,90057,UNDER 1500g,14,LOS ANGELES,CA,34.062172,-118.276262,"(34.062172, -118.276262)"
2008,90057,1500-2499g,51,LOS ANGELES,CA,34.062172,-118.276262,"(34.062172, -118.276262)"
2008,90057,UNK,0,LOS ANGELES,CA,34.062172,-118.276262,"(34.062172, -118.276262)"
2008,90058,2500+ grams,90,LOS ANGELES,CA,33.997344,-118.235365,"(33.997344, -118.235365)"
2008,90058,UNK,0,LOS ANGELES,CA,33.997344,-118.235365,"(33.997344, -118.235365)"
2008,90058,1500-2499g,9,LOS ANGELES,CA,33.997344,-118.235365,"(33.997344, -118.235365)"
2008,90058,UNDER 1500g,0,LOS ANGELES,CA,33.997344,-118.235365,"(33.997344, -118.235365)"
2008,90059,UNDER 1500g,12,LOS ANGELES,CA,33.929331,-118.24628,"(33.929331, -118.24628)"
2008,90059,2500+ grams,912,LOS ANGELES,CA,33.929331,-118.24628,"(33.929331, -118.24628)"
2008,90059,1500-2499g,63,LOS ANGELES,CA,33.929331,-118.24628,"(33.929331, -118.24628)"
2008,90059,UNK,0,LOS ANGELES,CA,33.929331,-118.24628,"(33.929331, -118.24628)"
2008,90060,UNDER 1500g,0,LOS ANGELES,CA,34.064,-118.2377,"(34.064, -118.2377)"
2008,90060,UNK,0,LOS ANGELES,CA,34.064,-118.2377,"(34.064, -118.2377)"
2008,90060,2500+ grams,4,LOS ANGELES,CA,34.064,-118.2377,"(34.064, -118.2377)"
2008,90060,1500-2499g,1,LOS ANGELES,CA,34.064,-118.2377,"(34.064, -118.2377)"
2008,90061,UNDER 1500g,8,LOS ANGELES,CA,33.924493,-118.271638,"(33.924493, -118.271638)"
2008,90061,1500-2499g,38,LOS ANGELES,CA,33.924493,-118.271638,"(33.924493, -118.271638)"
2008,90061,UNK,0,LOS ANGELES,CA,33.924493,-118.271638,"(33.924493, -118.271638)"
2008,90061,2500+ grams,557,LOS ANGELES,CA,33.924493,-118.271638,"(33.924493, -118.271638)"
2008,90062,1500-2499g,52,LOS ANGELES,CA,34.00324,-118.307277,"(34.00324, -118.307277)"
2008,90062,UNK,0,LOS ANGELES,CA,34.00324,-118.307277,"(34.00324, -118.307277)"
2008,90062,2500+ grams,469,LOS ANGELES,CA,34.00324,-118.307277,"(34.00324, -118.307277)"
2008,90062,UNDER 1500g,5,LOS ANGELES,CA,34.00324,-118.307277,"(34.00324, -118.307277)"
2008,90063,1500-2499g,76,LOS ANGELES,CA,34.044017,-118.185432,"(34.044017, -118.185432)"
2008,90063,UNK,0,LOS ANGELES,CA,34.044017,-118.185432,"(34.044017, -118.185432)"
2008,90063,UNDER 1500g,17,LOS ANGELES,CA,34.044017,-118.185432,"(34.044017, -118.185432)"
2008,90063,2500+ grams,1046,LOS ANGELES,CA,34.044017,-118.185432,"(34.044017, -118.185432)"
2008,90064,UNDER 1500g,1,LOS ANGELES,CA,34.035279,-118.425911,"(34.035279, -118.425911)"
2008,90064,UNK,0,LOS ANGELES,CA,34.035279,-118.425911,"(34.035279, -118.425911)"
2008,90064,2500+ grams,285,LOS ANGELES,CA,34.035279,-118.425911,"(34.035279, -118.425911)"
2008,90064,1500-2499g,11,LOS ANGELES,CA,34.035279,-118.425911,"(34.035279, -118.425911)"
2008,90065,UNK,0,LOS ANGELES,CA,34.107307,-118.226637,"(34.107307, -118.226637)"
2008,90065,1500-2499g,41,LOS ANGELES,CA,34.107307,-118.226637,"(34.107307, -118.226637)"
2008,90065,UNDER 1500g,6,LOS ANGELES,CA,34.107307,-118.226637,"(34.107307, -118.226637)"
2008,90065,2500+ grams,639,LOS ANGELES,CA,34.107307,-118.226637,"(34.107307, -118.226637)"
2008,90066,1500-2499g,39,LOS ANGELES,CA,34.002956,-118.429769,"(34.002956, -118.429769)"
2008,90066,2500+ grams,739,LOS ANGELES,CA,34.002956,-118.429769,"(34.002956, -118.429769)"
2008,90066,UNK,0,LOS ANGELES,CA,34.002956,-118.429769,"(34.002956, -118.429769)"
2008,90066,UNDER 1500g,4,LOS ANGELES,CA,34.002956,-118.429769,"(34.002956, -118.429769)"
2008,90067,1500-2499g,1,LOS ANGELES,CA,34.055146,-118.409479,"(34.055146, -118.409479)"
2008,90067,UNDER 1500g,0,LOS ANGELES,CA,34.055146,-118.409479,"(34.055146, -118.409479)"
2008,90067,UNK,0,LOS ANGELES,CA,34.055146,-118.409479,"(34.055146, -118.409479)"
2008,90067,2500+ grams,13,LOS ANGELES,CA,34.055146,-118.409479,"(34.055146, -118.409479)"
2008,90068,2500+ grams,189,LOS ANGELES,CA,34.115625,-118.330476,"(34.115625, -118.330476)"
2008,90068,1500-2499g,13,LOS ANGELES,CA,34.115625,-118.330476,"(34.115625, -118.330476)"
2008,90068,UNK,0,LOS ANGELES,CA,34.115625,-118.330476,"(34.115625, -118.330476)"
2008,90068,UNDER 1500g,6,LOS ANGELES,CA,34.115625,-118.330476,"(34.115625, -118.330476)"
2008,90069,UNK,0,WEST HOLLYWOOD,CA,34.090573,-118.378753,"(34.090573, -118.378753)"
2008,90069,UNDER 1500g,1,WEST HOLLYWOOD,CA,34.090573,-118.378753,"(34.090573, -118.378753)"
2008,90069,1500-2499g,10,WEST HOLLYWOOD,CA,34.090573,-118.378753,"(34.090573, -118.378753)"
2008,90069,2500+ grams,140,WEST HOLLYWOOD,CA,34.090573,-118.378753,"(34.090573, -118.378753)"
2008,90077,UNK,0,LOS ANGELES,CA,34.111245,-118.450155,"(34.111245, -118.450155)"
2008,90077,UNDER 1500g,1,LOS ANGELES,CA,34.111245,-118.450155,"(34.111245, -118.450155)"
2008,90077,2500+ grams,63,LOS ANGELES,CA,34.111245,-118.450155,"(34.111245, -118.450155)"
2008,90077,1500-2499g,4,LOS ANGELES,CA,34.111245,-118.450155,"(34.111245, -118.450155)"
2008,90094,UNK,0,LOS ANGELES,CA,33.9732,-118.4231,"(33.9732, -118.4231)"
2008,90094,2500+ grams,101,LOS ANGELES,CA,33.9732,-118.4231,"(33.9732, -118.4231)"
2008,90094,1500-2499g,15,LOS ANGELES,CA,33.9732,-118.4231,"(33.9732, -118.4231)"
2008,90094,UNDER 1500g,0,LOS ANGELES,CA,33.9732,-118.4231,"(33.9732, -118.4231)"
2008,90201,UNK,0,BELL,CA,33.969177,-118.17205,"(33.969177, -118.17205)"
2008,90201,2500+ grams,1935,BELL,CA,33.969177,-118.17205,"(33.969177, -118.17205)"
2008,90201,1500-2499g,109,BELL,CA,33.969177,-118.17205,"(33.969177, -118.17205)"
2008,90201,UNDER 1500g,18,BELL,CA,33.969177,-118.17205,"(33.969177, -118.17205)"
2008,90202,1500-2499g,0,BELL GARDENS,CA,33.9775,-118.186111,"(33.9775, -118.186111)"
2008,90202,UNDER 1500g,0,BELL GARDENS,CA,33.9775,-118.186111,"(33.9775, -118.186111)"
2008,90202,2500+ grams,20,BELL GARDENS,CA,33.9775,-118.186111,"(33.9775, -118.186111)"
2008,90202,UNK,0,BELL GARDENS,CA,33.9775,-118.186111,"(33.9775, -118.186111)"
